"","(Intercept)","brlen.median","brlen.ratio","brlen.var","lambda","max.brlen","max.internal","max.tip","min.brlen","min.internal","min.tip","mu","Ntip","turnover","df","logLik","AICc","delta","weight"
"6157",6.33839188823062,NA,NA,5.52830915103131e-09,-21.9609822325757,NA,NA,NA,NA,NA,NA,NA,0.00232690076160264,-0.068015992666116,6,-13052.1557820948,26116.3199700736,3394.72039776538,0
"6409",6.43078358066934,NA,NA,NA,-22.7227084330592,NA,NA,NA,NA,-0.167432325482051,NA,NA,0.00225766914032968,-0.0676354830931281,6,-13060.4195413985,26132.8474886811,3411.24791637284,0
"1162",4.92287730744208,0.0120097751273805,NA,NA,-9.65768831234382,NA,NA,NA,-2.5083079425551,NA,NA,17.3208314747869,NA,NA,6,-13063.2140437484,26138.4364933809,3416.83692107267,0
"2585",5.46026325879571,NA,NA,NA,-14.6665450623672,1.35368158031714e-05,NA,NA,NA,NA,-1.10423774425267,NA,0.00177864378446386,NA,6,-13073.9670392958,26159.9424844757,3438.34291216741,0
"2601",5.46162073424224,NA,NA,NA,-14.6856257789679,NA,1.34895129960996e-05,NA,NA,NA,-1.10380346481051,NA,0.00177925796252225,NA,6,-13076.5571294365,26165.1226647572,3443.52309244895,0
"6153",6.35752961282007,NA,NA,NA,-22.2043315245148,NA,NA,NA,NA,NA,NA,NA,0.0023361485032031,-0.0684560050007774,5,-13077.5934904949,26165.192984592,3443.59341228376,0
"2570",4.48700852359111,0.031057243025211,NA,NA,-5.51013711382918,NA,NA,NA,NA,NA,-1.34552513811785,NA,0.00197788641102368,NA,6,-13077.5377529437,26167.0839117715,3445.48433946326,0
"1165",5.30236653158406,NA,NA,6.38718220503309e-09,-13.911428148065,NA,NA,NA,-2.32587281610365,NA,NA,17.8584889042884,NA,NA,6,-13078.5271798543,26169.0627655926,3447.46319328438,0
"2566",4.02145193617466,0.0398364161248967,NA,5.37570383739016e-09,NA,NA,NA,NA,NA,NA,-1.33983014523868,NA,0.00200379490264284,NA,6,-13101.748526793,26215.5054594701,3493.90588716181,0
"5257",5.06194548479049,NA,NA,NA,-12.7875730897469,NA,NA,NA,-2.37462091808203,NA,NA,19.3330444147949,NA,0.009565094754315,6,-13104.6890320903,26221.3864700648,3499.78689775652,0
"1156",4.14658639221614,0.0282188645034967,9.53498069111488e-09,NA,NA,NA,NA,NA,-2.53761600792251,NA,NA,16.7111422355379,NA,NA,6,-13108.055565668,26228.1195372202,3506.51996491191,0
"2690",4.02154631511042,0.041137297500267,NA,NA,NA,NA,NA,NA,-0.451399244990671,NA,-1.18607786159784,NA,0.00198681841158891,NA,6,-13109.2030209105,26230.4144477052,3508.81487539691,0
"1417",5.30990209929488,NA,NA,NA,-14.0424849642392,NA,NA,NA,-2.44974723459643,0.0779176149592122,NA,17.9166586441685,NA,NA,6,-13110.3740411866,26232.7564882573,3511.15691594906,0
"1161",5.31611058908692,NA,NA,NA,-14.1273895146856,NA,NA,NA,-2.3342182388689,NA,NA,17.933997750592,NA,NA,5,-13112.3238442724,26234.6536921469,3513.05411983869,0
"1218",4.17245073888024,0.0239524251334415,NA,NA,NA,NA,NA,9.44514796123202e-05,-2.48426317375819,NA,NA,16.4794325366973,NA,NA,6,-13114.363492309,26240.7353905021,3519.13581819387,0
"2818",4.02508592590607,0.0411516928087414,NA,NA,NA,NA,NA,NA,NA,-0.117354300319308,-1.30630031320005,NA,0.00198123431401414,NA,6,-13118.3752696374,26248.7589451589,3527.15937285065,0
"2562",4.01463097765886,0.040332533089434,NA,NA,NA,NA,NA,NA,NA,NA,-1.34536150436086,NA,0.00201361974731212,NA,5,-13125.5154500169,26261.0369036359,3539.43733132763,0
"4633",7.37696545304712,NA,NA,NA,-22.6122482410356,1.29681279855676e-05,NA,NA,NA,NA,-1.43330370411874,NA,NA,-0.0600674587028612,6,-13137.6256123458,26287.2596305758,3565.66005826749,0
"1605",4.39303636209345,NA,NA,7.00046282888421e-09,NA,NA,NA,0.000182155463556253,NA,NA,-1.24925131734179,17.861585319639,NA,NA,6,-13139.2169308058,26290.4422674957,3568.84269518748,0
"4649",7.37914439407331,NA,NA,NA,-22.6345434787823,NA,1.29255422022337e-05,NA,NA,NA,-1.43294733070155,NA,NA,-0.0601039569178735,6,-13139.7918535391,26291.5921129623,3569.99254065407,0
"6148",4.23536192572603,0.0399157117966969,9.26774780081959e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00251542572856408,-0.0539390055980654,6,-13144.3789203627,26300.7662466096,3579.16667430136,0
"1249",4.35746776416364,NA,NA,NA,NA,NA,1.45694122605167e-05,0.000138469703687055,-1.7334735351153,NA,NA,16.849544282307,NA,NA,6,-13148.0310059256,26308.0704177353,3586.47084542705,0
"1603",4.39269413324667,NA,5.11337802866448e-09,NA,NA,NA,NA,0.000172678887080475,NA,NA,-1.23976323765952,17.9527763721678,NA,NA,6,-13152.7683319926,26317.5450698693,3595.94549756105,0
"1233",4.35748111800066,NA,NA,NA,NA,1.45126332989125e-05,NA,0.000136237438127752,-1.73272371446533,NA,NA,16.8712335824323,NA,NA,6,-13153.5395113205,26319.0874285251,3597.48785621681,0
"5250",3.82041506280377,0.0228870753828299,NA,NA,NA,NA,NA,NA,-2.62121538345075,NA,NA,20.1947906003407,NA,0.0214329484911946,6,-13163.5515724694,26339.111550823,3617.51197851474,0
"6402",4.2697926650711,0.0436847619783811,NA,NA,NA,NA,NA,NA,NA,-0.36720621205473,NA,NA,0.00239520409348736,-0.0528669460033943,6,-13164.3203296058,26340.6490650958,3619.04949278756,0
"6210",4.24928561559495,0.0359867326227938,NA,NA,NA,NA,NA,8.21078638997673e-05,NA,NA,NA,NA,0.00248504544218833,-0.0523370410428327,6,-13168.7580382234,26349.5244823309,3627.92491002263,0
"1729",4.3923338395429,NA,NA,NA,NA,NA,NA,0.000187276393645481,-0.192289502992059,NA,-1.17322626625071,17.9541009915366,NA,NA,6,-13176.2102120856,26364.4288300554,3642.82925774711,0
"1601",4.391809100188,NA,NA,NA,NA,NA,NA,0.000186720536181041,NA,NA,-1.24991692764895,17.9316144860652,NA,NA,5,-13179.2747056618,26368.5554149257,3646.95584261749,0
"1857",4.39239584690833,NA,NA,NA,NA,NA,NA,0.00018723503413089,NA,-0.0336672434759824,-1.23236089352485,17.9475828204197,NA,NA,6,-13178.623785804,26369.2559774921,3647.65640518383,0
"1158",4.14777545365881,0.0281410201850757,NA,6.03963652977482e-09,NA,NA,NA,NA,-2.55522620110245,NA,NA,16.8153810111296,NA,NA,6,-13179.4901823875,26370.9887706591,3649.38919835085,0
"5313",3.54832709955119,NA,NA,NA,NA,NA,NA,0.000142553789320339,-2.25092607187866,NA,NA,24.4103072769678,NA,0.0469082189142763,6,-13204.9370999067,26421.8826056974,3700.28303338918,0
"1154",4.14291999897157,0.0286744989664681,NA,NA,NA,NA,NA,NA,-2.57055671267642,NA,NA,16.8601837104323,NA,NA,5,-13209.0324881928,26428.0709799877,3706.47140767943,0
"1301",4.34097437384511,NA,NA,-4.26791213738841e-08,NA,3.95756127539395e-05,NA,NA,NA,-0.490173535235352,NA,16.0392921569389,NA,NA,6,-13208.5334933102,26429.0753925045,3707.47582019629,0
"1410",4.14316329924191,0.0286320328537068,NA,NA,NA,NA,NA,NA,-2.58917975677112,0.013031494551301,NA,16.8596331163905,NA,NA,6,-13208.9798106443,26429.9680271727,3708.36845486446,0
"1317",4.34125556122053,NA,NA,-4.26051922469034e-08,NA,NA,3.95193846242098e-05,NA,NA,-0.489006732857708,NA,16.0532630972812,NA,NA,6,-13214.1303201383,26440.2690461608,3718.66947385252,0
"2633",5.43678753166321,NA,NA,NA,-14.7459648651921,NA,NA,0.000132295718622537,NA,NA,-1.13712056313383,NA,0.00183493516658904,NA,6,-13217.9340787699,26447.8765634239,3726.27699111565,0
"6150",4.23191636396379,0.0399229699891491,NA,5.1029847509997e-09,NA,NA,NA,NA,NA,NA,NA,NA,0.0025368430867121,-0.0540099450705005,6,-13218.1603923043,26448.3291904927,3726.72961818445,0
"4618",6.75923146431647,0.0253937259724748,NA,NA,-16.0308068562627,NA,NA,NA,NA,NA,-1.67315903435293,NA,NA,-0.0638951076571686,6,-13222.8036024943,26457.6156108728,3736.01603856454,0
"2194",3.98890179644073,0.031760112548315,NA,NA,NA,1.16760454461945e-05,NA,NA,-1.69001886284533,NA,NA,NA,0.00208652090792495,NA,6,-13227.5600283747,26467.1284626335,3745.52889032525,0
"2210",3.98856891344617,0.031801802495091,NA,NA,NA,NA,1.16382375949779e-05,NA,-1.69026895828931,NA,NA,NA,0.00208700790378756,NA,6,-13229.1429048743,26470.2942156328,3748.69464332452,0
"6146",4.22735224409171,0.0404206312275403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00254814249406701,-0.0543505405740263,5,-13239.0758374139,26488.15767843,3766.55810612174,0
"1305",5.02812573477229,NA,NA,NA,-10.310101265387,1.28908305001066e-05,NA,NA,NA,-0.737363489994905,NA,16.9618891412925,NA,NA,6,-13253.8758819756,26519.7601698354,3798.16059752711,0
"1321",5.02928406891711,NA,NA,NA,-10.3260575897146,NA,1.286077745562e-05,NA,NA,-0.737375140823063,NA,16.9662741393864,NA,NA,6,-13255.3842726475,26522.7769511792,3801.17737887095,0
"2581",4.49251211060856,NA,NA,-4.99513583713677e-08,NA,4.58071066072937e-05,NA,NA,NA,NA,-0.729538954392825,NA,0.0016302550191273,NA,6,-13277.133785599,26566.275977082,3844.67640477377,0
"2077",4.7086284175132,NA,NA,-3.82190072777815e-08,-8.10069033640382,3.53242402258028e-05,NA,NA,NA,NA,NA,NA,0.00215084156896306,NA,6,-13281.8966946496,26575.8017951833,3854.202222875,0
"2093",4.71209837262003,NA,NA,-3.81147264248035e-08,-8.14331919523198,NA,3.5239416125112e-05,NA,NA,NA,NA,NA,0.00215131298157068,NA,6,-13286.2215388916,26584.4514836674,3862.85191135913,0
"2597",4.49289847786252,NA,NA,-4.98210216479346e-08,NA,NA,4.57083348061229e-05,NA,NA,NA,-0.726350675331851,NA,0.00163188608817449,NA,6,-13286.8809776083,26585.7703611006,3864.17078879237,0
"4681",7.42528366598946,NA,NA,NA,-23.072678558721,NA,NA,0.000119541930704195,NA,NA,-1.47563812490724,NA,NA,-0.0619075253608366,6,-13287.4319817509,26586.8723693858,3865.27279707758,0
"1053",4.62376447301946,NA,NA,-3.68399253505107e-08,-4.82234799211431,3.43438527249363e-05,NA,NA,NA,NA,NA,15.4265750818483,NA,NA,6,-13289.210169104,26590.428744092,3868.82917178377,0
"1069",4.62648865954267,NA,NA,-3.67665246425997e-08,-4.85911100253338,NA,3.42828851584754e-05,NA,NA,NA,NA,15.4358744529711,NA,NA,6,-13292.3199169982,26596.6482398805,3875.04866757228,0
"2070",3.96071494927144,0.0166790180229238,NA,-3.64113868703831e-08,NA,3.36651399810889e-05,NA,NA,NA,NA,NA,NA,0.0022434174276783,NA,6,-13297.8833385988,26607.7750830816,3886.17551077337,0
"2086",3.95993492606288,0.0167818031664385,NA,-3.62902839317215e-08,NA,NA,3.35645352944031e-05,NA,NA,NA,NA,NA,0.00224459059070695,NA,6,-13301.773059919,26615.554525722,3893.95495341379,0
"1125",4.29957531863518,NA,NA,-3.84894187506535e-08,NA,NA,3.5629027797201e-05,8.37223009750133e-05,NA,NA,NA,15.2109801693687,NA,NA,6,-13306.9486615796,26625.9057290433,3904.30615673502,0
"4626",5.29875001304867,0.0426690869093753,NA,NA,NA,1.20991077388761e-05,NA,NA,NA,NA,-1.63841084620394,NA,NA,-0.0451195808135345,6,-13310.8668146977,26633.7420352795,3912.14246297123,0
"4642",5.29884255448671,0.0427174377136166,NA,NA,NA,NA,1.20547973019413e-05,NA,NA,NA,-1.63839785519905,NA,NA,-0.045146055324771,6,-13312.7675582561,26637.5435223963,3915.94395008802,0
"1109",4.29981739179657,NA,NA,-3.84846921371898e-08,NA,3.56723899112451e-05,NA,7.77173030881913e-05,NA,NA,NA,15.2508289875232,NA,NA,6,-13314.4954492827,26640.9993044496,3919.3997321413,0
"1187",4.36734546601389,NA,7.75400832825572e-09,NA,NA,NA,1.64012862660491e-05,NA,-1.61479478951028,NA,NA,17.7106936327308,NA,NA,6,-13314.7941044061,26641.5966146963,3919.99704238806,0
"1171",4.36723788955441,NA,7.53926530789525e-09,NA,NA,1.6412189687834e-05,NA,NA,-1.61643030511991,NA,NA,17.7099945052989,NA,NA,6,-13315.0131573986,26642.0347206813,3920.43514837302,0
"2571",5.62516807643909,NA,9.36472524704191e-09,NA,-17.1319678717948,NA,NA,NA,NA,NA,-1.13041909959451,NA,0.00187483876854744,NA,6,-13320.3895332671,26652.7874724184,3931.18790011012,0
"5141",4.02576519107702,NA,NA,-4.0022921014328e-08,NA,3.72481277428892e-05,NA,NA,NA,NA,NA,17.8444149458004,NA,0.0160806630825042,6,-13337.1415459119,26686.291497708,3964.69192539971,0
"5157",4.0241450833545,NA,NA,-3.99622191004234e-08,NA,NA,3.72006146174965e-05,NA,NA,NA,NA,17.8722524554184,NA,0.0161924462196491,6,-13341.1313637007,26694.2711332856,3972.67156097735,0
"4619",7.66218922628177,NA,9.79667429841368e-09,NA,-25.5629860750685,NA,NA,NA,NA,NA,-1.47036653504699,NA,NA,-0.0649094500755748,6,-13342.2856019337,26696.5796097515,3974.98003744321,0
"5251",3.41888763492011,NA,9.89440950253459e-09,NA,NA,NA,NA,NA,-2.21532833241808,NA,NA,26.5087975159127,NA,0.055027294929425,6,-13342.623401678,26697.2552092401,3975.65563693181,0
"1063",4.30880310366982,NA,6.45149120502327e-09,-4.10368350064664e-08,NA,NA,3.79186682645069e-05,NA,NA,NA,NA,15.6414410640764,NA,NA,6,-13343.4725677764,26698.953541437,3977.3539691287,0
"1047",4.30839969762119,NA,5.95853976314866e-09,-4.10127232079989e-08,NA,3.79248930053741e-05,NA,NA,NA,NA,NA,15.6400311569008,NA,NA,6,-13345.4312983528,26702.8710025896,3981.27143028137,0
"1425",4.36585897246702,NA,NA,NA,NA,1.71802878572888e-05,NA,NA,-2.05653511414779,0.2760254609233,NA,17.6879340580946,NA,NA,6,-13351.0914233702,26714.1912526244,3992.59168031618,0
"1441",4.36594826557025,NA,NA,NA,NA,NA,1.71375679986449e-05,NA,-2.05529316830869,0.276096939995858,NA,17.6963286687567,NA,NA,6,-13354.4745159177,26720.9574377196,3999.35786541134,0
"1201",4.36676741624239,NA,NA,NA,NA,0.000118084077662064,-0.000100952729745926,NA,-1.63909164694032,NA,NA,17.7642704405879,NA,NA,6,-13365.5777360354,26743.1638779548,4021.56430564657,0
"2201",5.24162997089064,NA,NA,NA,-13.3384083282855,1.38058378329652e-05,NA,NA,-1.34059883793547,NA,NA,NA,0.00198390774179312,NA,6,-13373.1380707245,26758.2845473332,4036.6849750249,0
"1169",4.36746885912675,NA,NA,NA,NA,1.72001542696244e-05,NA,NA,-1.63169743301538,NA,NA,17.7813014740602,NA,NA,5,-13374.7368312671,26759.4796661364,4037.88009382811,0
"2180",3.92415472807882,0.0372511097001537,9.25340463939501e-09,NA,NA,NA,NA,NA,-1.79395329093864,NA,NA,NA,0.00218244294715685,NA,6,-13373.8368076056,26759.6820210953,4038.08244878702,0
"2242",3.95401108564598,0.0328403499456103,NA,NA,NA,NA,NA,9.45136433576672e-05,-1.75074588722042,NA,NA,NA,0.00214996444556897,NA,6,-13374.1476826417,26760.3037711674,4038.70419885919,0
"1046",4.28227027759736,0.00288077544419534,NA,-4.0535728310598e-08,NA,3.76360143112312e-05,NA,NA,NA,NA,NA,15.476710619313,NA,NA,6,-13374.7647849641,26761.5379758123,4039.93840350402,0
"2217",5.24305574139205,NA,NA,NA,-13.3571617531143,NA,1.37657663843433e-05,NA,-1.34025402041083,NA,NA,NA,0.00198431976655798,NA,6,-13375.2606235878,26762.5296530596,4040.93008075136,0
"1185",4.36755863657607,NA,NA,NA,NA,NA,1.71573237007903e-05,NA,-1.63034379498677,NA,NA,17.7897367372778,NA,NA,5,-13378.1161884284,26766.2383804589,4044.63880815068,0
"1062",4.28170270168004,0.00298209570843194,NA,-4.04277134299241e-08,NA,NA,3.75455928129175e-05,NA,NA,NA,NA,15.4835377452306,NA,NA,6,-13378.8247966208,26769.6579991257,4048.05842681741,0
"2573",5.62325464056508,NA,NA,6.58833946989538e-09,-17.1475243248947,NA,NA,NA,NA,NA,-1.13509849740748,NA,0.00189224571796905,NA,6,-13379.8716102379,26771.75162636,4050.15205405176,0
"1077",4.30779880001636,NA,NA,-4.21769152162828e-08,NA,8.49931723017066e-05,-4.58660755820639e-05,NA,NA,NA,NA,15.6393637569018,NA,NA,6,-13380.3207119354,26772.6498297549,4051.05025744666,0
"1045",4.30826605032625,NA,NA,-4.23045420198422e-08,NA,3.92260909314118e-05,NA,NA,NA,NA,NA,15.6433345554784,NA,NA,5,-13382.2049912445,26774.4159860911,4052.81641378289,0
"2149",4.21031179007404,NA,NA,-4.2198337829128e-08,NA,NA,3.86170988930084e-05,0.000118759294907483,NA,NA,NA,NA,0.00201297290690128,NA,6,-13384.4216491723,26780.8517042287,4059.25213192049,0
"1061",4.30862666226654,NA,NA,-4.22514298536703e-08,NA,NA,3.91860068651981e-05,NA,NA,NA,NA,15.6569096587323,NA,NA,5,-13386.8066022003,26783.6192080028,4062.01963569453,0
"6165",4.53979130472956,NA,NA,-4.92001866014719e-08,NA,4.50961796687929e-05,NA,NA,NA,NA,NA,NA,0.00194077883587246,-0.0237306969551238,6,-13389.5792906658,26791.1669872157,4069.56741490742,0
"2133",4.21180067422698,NA,NA,-4.21291985176138e-08,NA,3.86154983703502e-05,NA,0.000112511239653622,NA,NA,NA,NA,0.00201548758801914,NA,6,-13396.0406068595,26804.089619603,4082.49004729478,0
"1298",4.19166443099936,0.0182269979376357,NA,NA,NA,1.30215544095026e-05,NA,NA,NA,-0.776510764583584,NA,16.4225376924403,NA,NA,6,-13397.2691422868,26806.5466904576,4084.94711814937,0
"5253",3.41521936065284,NA,NA,7.93330584572095e-09,NA,NA,NA,NA,-2.24012913458742,NA,NA,26.6180035865186,NA,0.0552926278113587,6,-13397.3358041438,26806.6800141716,4085.08044186337,0
"6181",4.54055293972588,NA,NA,-4.91064030737741e-08,NA,NA,4.50261987693143e-05,NA,NA,NA,NA,NA,0.00194074595662001,-0.0236789175650772,6,-13397.5525273716,26807.1134606273,4085.51388831908,0
"1314",4.19142039032584,0.0182689980996787,NA,NA,NA,NA,1.29878387028099e-05,NA,NA,-0.776803960866958,NA,16.425266318731,NA,NA,6,-13398.7921117067,26809.5926292975,4087.99305698924,0
"541",5.98520894625924,NA,NA,-4.19665178728738e-08,-11.7234415669974,3.86748497471286e-05,NA,NA,NA,NA,-1.47059019679195,NA,NA,NA,6,-13405.7159587313,26823.4403233466,4101.84075103839,0
"534",4.95414497404354,0.0256403846008039,NA,-3.88898679579494e-08,NA,3.58594217142264e-05,NA,NA,NA,NA,-1.59655353600141,NA,NA,NA,6,-13408.6573804524,26829.323166789,4107.72359448073,0
"2825",5.61577364211923,NA,NA,NA,-17.2221601978372,NA,NA,NA,NA,0.0654223219292518,-1.16317219490114,NA,0.00192186136997055,NA,6,-13411.5421990981,26835.0928040804,4113.49323177213,0
"557",5.98919635709755,NA,NA,-4.18186879844703e-08,-11.7699127385113,NA,3.85563644348236e-05,NA,NA,NA,-1.4695935889464,NA,NA,NA,6,-13412.0825239244,26836.173453733,4114.57388142471,0
"2569",5.63746764590329,NA,NA,NA,-17.3806738485543,NA,NA,NA,NA,NA,-1.13783530274628,NA,0.00190281194448937,NA,5,-13413.7284389008,26837.4628814037,4115.86330909548,0
"2697",5.64402740941603,NA,NA,NA,-17.4308808064102,NA,NA,NA,-0.089077835605245,NA,-1.10500862917074,NA,0.00189721023952686,NA,6,-13413.116376316,26838.2411585162,4116.64158620794,0
"5393",3.64644516864903,NA,NA,NA,NA,1.52310861353233e-05,NA,NA,NA,-0.70821311211699,NA,23.1176990693504,NA,0.0400998266176832,6,-13413.3039315795,26838.6162690431,4117.01669673489,0
"4621",7.67389573932703,NA,NA,6.23573796116513e-09,-25.631185055241,NA,NA,NA,NA,NA,-1.4800608159849,NA,NA,-0.0650890482485275,6,-13413.9029148089,26839.8142355019,4118.21466319365,0
"550",4.95385623747394,0.0257558860901081,NA,-3.87235143817067e-08,NA,NA,3.57236718111975e-05,NA,NA,NA,-1.59647685926138,NA,NA,NA,6,-13414.2778145311,26840.5640349464,4118.96446263814,0
"5409",3.64565885700678,NA,NA,NA,NA,NA,1.5196641993898e-05,NA,NA,-0.708045380691309,NA,23.1315988848024,NA,0.040151379699679,6,-13415.5912641683,26843.1909342207,4121.59136191249,0
"1353",5.04242823144565,NA,NA,NA,-10.7254135997742,NA,NA,0.000108685111557423,NA,-0.785273896726401,NA,17.294467490184,NA,NA,6,-13424.5197641607,26861.0479342056,4139.44836189731,0
"2186",4.33389831967824,0.0294171216506901,NA,NA,-4.91072918902604,NA,NA,NA,-1.79687912273376,NA,NA,NA,0.00218306733805491,NA,6,-13428.5001212868,26869.0086484577,4147.40907614948,0
"4745",7.70944835989925,NA,NA,NA,-26.0467551597307,NA,NA,NA,-0.304045852686587,NA,-1.36780593141409,NA,NA,-0.0653155529691734,6,-13436.8517482221,26885.7119023283,4164.11233002002,0
"4873",7.71410913888824,NA,NA,NA,-26.1042736797275,NA,NA,NA,NA,-0.0996737000683901,-1.43888541176236,NA,NA,-0.0652411559075532,6,-13438.7967894535,26889.6019847911,4168.0024124828,0
"2182",3.92171547752867,0.0372579704960834,NA,5.56675212237074e-09,NA,NA,NA,NA,-1.80541145427968,NA,NA,NA,0.00220038683350252,NA,6,-13440.2056995015,26892.4198048871,4170.8202325788,0
"1543",4.40333986531218,NA,1.02288230907437e-08,8.1825222840569e-09,NA,NA,NA,NA,NA,NA,-1.16342611525044,19.2315616978845,NA,NA,6,-13442.2525906005,26896.5135870851,4174.91401477688,0
"4617",7.70090436623349,NA,NA,NA,-25.9149090940402,NA,NA,NA,NA,NA,-1.48414943918382,NA,NA,-0.065586515938772,5,-13444.0149250358,26898.0358536738,4176.43628136554,0
"5505",3.41251268073539,NA,NA,NA,NA,NA,NA,NA,-2.37207804283238,0.0875584069313112,NA,26.7200887549476,NA,0.055356007547763,6,-13444.1229146534,26900.254235191,4178.65466288273,0
"2434",3.90419625128644,0.0369408836610325,NA,NA,NA,NA,NA,NA,-2.16693349189485,0.254947665195067,NA,NA,0.00224344265241937,NA,6,-13445.0788108002,26902.1660274846,4180.56645517634,0
"5249",3.40281875653756,NA,NA,NA,NA,NA,NA,NA,-2.24416997297506,NA,NA,26.8282847939417,NA,0.0559534678462127,5,-13446.4067836934,26902.8195709889,4181.21999868067,0
"2197",4.37683495016124,NA,NA,-4.91570102586931e-08,NA,4.51053260688839e-05,NA,NA,-0.760926842589523,NA,NA,NA,0.00181241509277307,NA,6,-13450.4790120109,26912.966429906,4191.36685759772,0
"4612",5.30512166063726,0.0489770606621788,1.02440535207543e-08,NA,NA,NA,NA,NA,NA,NA,-1.71358389214226,NA,NA,-0.0486234731420388,6,-13451.9611220522,26915.9306499885,4194.33107768029,0
"1291",5.17129351533516,NA,9.68924643637628e-09,NA,-12.5260941247222,NA,NA,NA,NA,-0.775662335027965,NA,17.835124288235,NA,NA,6,-13453.1533182454,26918.3150423749,4196.7154700666,0
"1377",4.32516521999568,NA,NA,NA,NA,NA,1.45608126483611e-05,0.000133776328805099,NA,-0.535677139177047,NA,16.7686759660142,NA,NA,6,-13456.3706054541,26924.7496167923,4203.15004448401,0
"2213",4.37757766814004,NA,NA,-4.90542035169058e-08,NA,NA,4.50278783804345e-05,NA,-0.756942213136187,NA,NA,NA,0.00181330806316672,NA,6,-13458.61252154,26929.2334489642,4207.63387665595,0
"1361",4.3251667371714,NA,NA,NA,NA,1.45033812706556e-05,NA,0.000131539578844747,NA,-0.535051511504246,NA,16.79018571431,NA,NA,6,-13461.5836805064,26935.175766897,4213.57619458874,0
